"window_id","annotation_round","event_id","event_time_seconds","event_start_seconds","event_end_seconds","event_type","confidence","annotator","notes","phase_basis","marking_mode"
"jiufu_bb78a10aeab6d5_first30","R3","a1a38e48-a3e7-46af-9fda-23fe358e94d8","1.057","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_bb78a10aeab6d5_first30","R3","f51b81b8-ee46-46c1-a1b8-42d381ee050e","2.392","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_bb78a10aeab6d5_first30","R3","f7cd228b-8cec-4b62-8d24-207c353ed0bd","3.762","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_bb78a10aeab6d5_first30","R3","5aab7c59-9d0b-46e7-a1e2-f8989c4adf66","7.058","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_bb78a10aeab6d5_first30","R3","66667ef8-bcda-4787-9df9-3dc05f9cf873","11.075","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_bb78a10aeab6d5_first30","R3","887e9f81-ee6c-4c56-b04d-ce774e046586","13.298","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_bb78a10aeab6d5_first30","R3","630f7727-4300-47ea-a310-cbc56538e7f4","15.493","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_bb78a10aeab6d5_first30","R3","8ee7db32-8df6-4ff3-a72b-ae97891fbc02","17.202","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_bb78a10aeab6d5_first30","R3","473a7805-84f1-4d08-a532-55ca9e4dbb9c","18.933","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_bb78a10aeab6d5_first30","R3","01b523c2-0528-4c0d-80f5-edc3e3ca997b","20.982","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_bb78a10aeab6d5_first30","R3","a6f5d58d-71e5-4b1e-9ee3-87b5bd64d93f","22.983","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_bb78a10aeab6d5_first30","R3","79ccafed-a152-497c-b24b-872da0fb5ca9","24.847","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_bb78a10aeab6d5_first30","R3","432afd6b-28e0-4d15-94cc-13bb76e4aadf","26.357","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_bb78a10aeab6d5_first30","R3","4dac8326-154e-4bac-84f1-7a87fb472cfb","28.063","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_bb78a10aeab6d5_first30","R3","70e98bb5-5b3d-4f7b-a181-dce9785a4c0d","29.412","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_bb78a10aeab6d5_first30","R3","02635026-3620-4550-9e64-ca58f7bff52e","29.972","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_7cb985938d0a6a_first30","R3","c122f8ca-ce53-4cc5-a574-f9bb73550d79","0.463","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_7cb985938d0a6a_first30","R3","691ffb59-98ec-4870-8d47-0de8256f0ffa","2.393","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_7cb985938d0a6a_first30","R3","22a8ae49-841b-4140-9af5-616d02269582","6.042","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_7cb985938d0a6a_first30","R3","752782c0-cab6-4e0c-a8fe-ab461172a372","7.982","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_7cb985938d0a6a_first30","R3","a09c4cab-f656-41e6-a5a4-9c5fb02ebc74","9.915","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_7cb985938d0a6a_first30","R3","4b1d015f-0eee-4778-970a-0c06448b1c84","11.972","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_7cb985938d0a6a_first30","R3","339d1027-5c13-4539-943d-3097beed242e","15.725","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_7cb985938d0a6a_first30","R3","4c84c598-59a0-470d-96cc-8c2c7f9f6b53","17.687","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_7cb985938d0a6a_first30","R3","d44427b2-7ceb-475c-9847-ac5a06befb1d","20.282","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_7cb985938d0a6a_first30","R3","cda7bd1c-2efe-42ae-b814-727b0217f9a1","23.022","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_7cb985938d0a6a_first30","R3","c15ccea0-6342-410e-873e-de878200e1b2","25.523","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_7cb985938d0a6a_first30","R3","a7c8a2ed-23eb-4e10-baf2-2f0e3411c539","27.315","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_7cb985938d0a6a_first30","R3","b3b6f137-1568-407c-9b73-07c3f3de1b44","29.058","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_2aaced556ff39d_first30","R3","9bfa3ab7-c3e1-48fd-b185-7b9fbf8f6981","2.243","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_2aaced556ff39d_first30","R3","ebd600ce-7158-48dd-afbd-66fab0b3e4ba","7.348","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_2aaced556ff39d_first30","R3","47a6325a-a462-4be5-b849-bbab570dc132","14.127","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_2aaced556ff39d_first30","R3","d3093677-46ea-4225-9fbb-93f9177190e0","15.898","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_2aaced556ff39d_first30","R3","4b36944b-d0ce-430f-8a72-4913b7b51099","19.943","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_2aaced556ff39d_first30","R3","5e3b9eee-ba8e-4a56-b3a5-3764acf4b326","23.922","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_2aaced556ff39d_first30","R3","7f4dd91d-913d-459e-b8aa-f73bd253c518","26.033","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_2aaced556ff39d_first30","R3","956ce040-e899-4ae6-860f-ba8053b00dad","27.78","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_2aaced556ff39d_first30","R3","94dd5183-85e3-433a-8069-2833c17d269f","29.678","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_0d1522aef374ec_first30","R3","e4517388-45a6-401f-ba51-457a0436096e","1.238","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_0d1522aef374ec_first30","R3","18ba1a1d-6029-44fa-a291-a2444a1f02e4","2.942","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_0d1522aef374ec_first30","R3","42f0cd75-f99b-4fe4-a4ad-d1e6bb7a1bf3","4.427","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_0d1522aef374ec_first30","R3","678c6d42-c2fe-47e2-b226-a30fd746ccfa","7.172","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_0d1522aef374ec_first30","R3","946d4c71-8e8a-4118-be82-5e530fa3adaa","8.558","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_0d1522aef374ec_first30","R3","0eba2c8d-c702-4515-8d9e-e233bff5f33b","10.242","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_0d1522aef374ec_first30","R3","15b814f8-866e-4d69-abc8-a901aa78aaff","11.833","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_0d1522aef374ec_first30","R3","a47cf22b-1ef8-42c6-be5b-685283a393b7","15.702","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_0d1522aef374ec_first30","R3","f080a0be-f1e5-4aa5-8a40-efa6d677e898","17.418","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_0d1522aef374ec_first30","R3","4af8a065-ae70-4f9a-b889-ba1aff43ed6a","19.018","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_0d1522aef374ec_first30","R3","9c1da8b5-a9ae-44d0-8f13-6164658a31b2","20.62","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_0d1522aef374ec_first30","R3","5b4c93da-e9a8-4b95-bfa2-5c2d64657186","22.315","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_0d1522aef374ec_first30","R3","7a67db44-419e-407e-8dc3-a3d4dbe02a13","24.033","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_0d1522aef374ec_first30","R3","15d03c22-ed87-4768-a6e3-21d6bb092b5d","27.113","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_0d1522aef374ec_first30","R3","2f4e387a-0949-49ff-87a7-6900b0fb9d6f","28.922","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_6328167f32f25e_first30","R3","f60eb731-fc17-4199-917c-0a5212535235","10.43","","","expiration_peak","confirmed","1","","thermal_extremum_only","paused_frame_review"
"jiufu_6328167f32f25e_first30","R3","2406a4e9-2b3b-46df-b6a1-1f7258b82b81","11.818","","","expiration_peak","confirmed","1","","thermal_extremum_only","paused_frame_review"
"jiufu_6328167f32f25e_first30","R3","e386c77b-58e5-484a-bc60-c501f60bdf6d","20.822","","","expiration_peak","confirmed","1","","thermal_extremum_only","paused_frame_review"
"jiufu_6328167f32f25e_first30","R3","6206c25a-711a-4476-b44d-4fae5cf0f73b","22.795","","","expiration_peak","confirmed","1","","thermal_extremum_only","paused_frame_review"
"jiufu_6328167f32f25e_first30","R3","78670f5d-dbc2-4f72-953c-963ebe2dbb1d","23.94","","","expiration_peak","confirmed","1","","thermal_extremum_only","paused_frame_review"
"jiufu_6328167f32f25e_first30","R3","33423dd2-ff1f-466c-81c9-71ad0ea7b8dd","25.777","","","expiration_peak","confirmed","1","","thermal_extremum_only","paused_frame_review"
"jiufu_6328167f32f25e_first30","R3","b54bef30-4f04-4b7a-b75c-925203abfee2","26.923","","","expiration_peak","confirmed","1","","thermal_extremum_only","paused_frame_review"
"jiufu_6328167f32f25e_first30","R3","6aa759ad-6469-4db3-89f3-8e47928ec3cd","27.972","","","expiration_peak","confirmed","1","","thermal_extremum_only","paused_frame_review"
"jiufu_6328167f32f25e_first30","R3","d338f6fc-10ce-443f-b961-dc70baf72e44","29.603","","","expiration_peak","confirmed","1","","thermal_extremum_only","paused_frame_review"
"jiufu_6328167f32f25e_first30","R3","ac1190b3-e005-4c3a-9bfd-b75a42579888","0.832","","","expiration_peak","confirmed","1","","thermal_extremum_only","paused_frame_review"
"jiufu_6328167f32f25e_first30","R3","d8a506a3-58e4-4ca0-a884-ee10c12404eb","2.78","","","expiration_peak","confirmed","1","","thermal_extremum_only","paused_frame_review"
"jiufu_6328167f32f25e_first30","R3","e27870e4-a5d0-4d4a-8e12-bca115383f5c","6.342","","","expiration_peak","confirmed","1","","thermal_extremum_only","paused_frame_review"
"bs200794_anchored_30s","R3","3fb5e991-cbf6-4878-a3e9-bafe9abd9f2b","2.074","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","d8f31fc2-d8a5-454f-80d8-bf5a1388ef31","3.111","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","594728d0-1795-4167-8fc2-ea47ee499657","4.032","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","80214b9c-28a3-4777-9d2a-fec0c96d120d","5.069","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","3914d2fa-bd14-4e9b-9ea9-4a4c6fef91d0","5.876","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","dffdd79e-6bce-472e-8c5d-179ee5fd7e2d","6.912","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","b2f18569-ad89-4191-ab02-092aeb3533b0","7.949","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","55ec196f-4cb9-4b38-b3d7-37ab18625a90","9.101","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","d128f702-2a0e-4249-b971-dbff4898c48b","10.023","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","86e2e01b-fff0-4c99-baf3-bdb8b6c307b5","10.945","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","8120e1d1-f8ba-44b1-8089-7ac4dd4e17d2","11.982","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","f942ef70-b2e7-4616-9687-7846e2637f0c","13.018","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","1039ac8e-8133-49f4-b50b-4910ea21c45c","14.055","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","f6e7347b-9fcd-443f-a13f-9dff3e4edd3d","16.014","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","416ee27f-0dba-495a-a90d-d63bd23f357a","17.051","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","99e2d4ab-c6b3-4b87-b184-73309e6b5931","17.972","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","8be812ef-42bb-4aaa-be79-a7148de843b4","18.894","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","298c57d9-5496-443b-960e-fd5201f03135","19.816","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","a10d6e84-4792-45df-8127-ad125c7cabe9","20.737","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","63b9749e-368e-4d03-a70c-351670814164","21.659","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","34467061-7c46-453d-807b-7d9542a1fac7","22.581","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","29c1d174-6c25-4eb4-8f78-bda99c44fda4","23.502","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","7bb6797d-f5e3-4fa5-be8c-077b2fff7479","24.77","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","96a7dd75-5bbb-4138-a46c-c21011e8e045","26.498","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","b43dcea6-951a-407b-83ba-6ef9f1222da0","27.419","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","7582d9ea-38b7-479f-919e-5f1b8702c1ba","28.571","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs200794_anchored_30s","R3","33006eae-7d5c-4c9e-ae1e-bb3ae6435d54","29.493","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","71870bbc-5ba0-4e54-a170-0dd5eaeba576","0.81","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","4f140072-abd4-4048-b96f-13fb68323746","1.62","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","5521cbc7-ee95-44c5-8af6-5e038d430e28","2.429","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","e555cc3b-f6df-46f2-9641-19043bf3b00b","3.008","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","99b424ed-ff9f-402b-84af-1d2de190b188","4.049","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","e8addf09-c10f-4ebf-9fad-9a4fee5fb4f2","5.09","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","53ce2f53-3798-4660-89ad-fbf473b3da5a","6.016","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","a39df79f-6939-48c4-a4dc-55a3ddc705c1","7.057","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","b979f528-66be-4816-90fa-315d49f87067","7.867","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","f93d6103-6c58-46e2-aa6d-ebc502e03d76","10.296","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","e333a20b-6257-4525-9d49-7621d6ba9b1f","11.106","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","cab4cf54-d1ba-4b6e-b0c3-4c2760671c1e","12.031","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","0aa14a23-a975-4915-b050-0bc5085f87df","12.726","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","d774eee5-e657-48f3-b08f-6623384496ec","13.42","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","aafe08b7-7e50-4afd-b124-f7dfdbf94659","14.345","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","82aeb7d5-a73b-483a-b1a5-c3acc03b8d8e","15.386","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","b45d62e8-6e67-42d7-8377-bcabde095609","16.312","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","c00c43c4-8ba5-4ad2-a225-80941aa42d82","17.237","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","4013d758-0de0-4125-8560-ede07eb53897","18.394","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","7ce683eb-ab0e-4e11-8048-69a87c3aec76","19.32","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","5db87a79-c259-4519-b5db-8e971fbeb624","20.477","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","e1c226e3-95fc-4af4-a612-d3e2f4c778a4","21.286","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","5c8783fa-d6ba-48f7-8b9e-f4d4f3144610","22.212","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","b8ffe4e5-715e-4b7d-84c2-b22907ecc08f","23.137","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","84cb5dea-26c3-47e7-82d6-d1ddc1e8bd84","24.063","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","a9391ed9-e303-4662-b644-954094ef4c66","24.988","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","67035451-0607-4837-b021-7d636beace6c","25.683","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","363574ec-529e-4ba5-9823-fdd5106c219d","26.492","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","51c66696-3c99-4563-bf39-983d5d133a65","27.418","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","c7f44ef8-e1f9-4852-907e-5cb440014fa8","28.459","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"bs211063_anchored_30s","R3","68cadc38-4598-43a8-a414-63f837737a3d","29.5","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_440a29cebcae1c_first30","R3","6b6803c8-536f-429a-b76f-419f51c49f37","1.845","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_440a29cebcae1c_first30","R3","d07fdcee-bfa6-47ce-88c6-21880b5f1d82","4.073","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_440a29cebcae1c_first30","R3","4e32647b-8cf7-484d-92e0-e7b84b5b3276","5.607","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_440a29cebcae1c_first30","R3","b6786106-c16b-4489-b2a2-64d24b4d474c","7.492","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_440a29cebcae1c_first30","R3","0f6d7072-1442-415e-873a-72fe364d2a9a","9.4","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_440a29cebcae1c_first30","R3","7d3a0666-8303-4af1-b9f6-da305dfa33c7","14.332","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_440a29cebcae1c_first30","R3","6d24c2df-f72f-4011-8ff4-7bb76e51da5d","18.83","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
