frame_id,locations,json_sha256,replay_missing_points,split,image_path,label_path,label_sha256,image_sha256,current_matches_json_replay,current_matches_legacy_txt,image_dimensions_match,embedded_vs_current_pixel_MAE,embedded_vs_current_thumbnail_correlation
16170075_frame_000000,1,d63589dc0ca25cb065394bd40dcb8130ceb3082adf6733fd5213cf8b49663b9b,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000000.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000000.txt,3370ca6061f8cd1a0ea4020192f6373f676848c70b3b489f13a917bf7353feb4,115714dca5dd3a56aa00d4a87b823a1d90a2ecefaaf8c40c24bdad3f9c0cbc40,True,False,True,1.206007957458496,0.999750409913848
16170075_frame_000003,1,9d808ead1641a8265d8edd01560ff289aa3791410b6a53d9e0a63bdc92804165,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000003.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000003.txt,022205355b8a4a10c4c26a076b28fbaa368f2c128a978b553f649b2c7e215b4d,1f34db63297f8681424e37ccea666c506e30093cf387aa0fa8f05b05e4d5e2a6,True,False,True,1.2072269916534424,0.9997503377199823
16170075_frame_000006,1,bdb45c620327892ba901cbc673b777b7fef45537f01646cdeb5927d9662da030,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000006.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000006.txt,89b1f6e2389500aaa5c57482455a51cd5763a0284a05b40b4eb0e97d911647a1,0c1308ea33278b80ef7c62e5a981377572771fbe8ffe8d982705b212af1782e0,True,False,True,1.2082988023757935,0.9997514777591434
16170075_frame_000009,1,1b4a2cae7814776ed5aea8220b181527c98584cb46085789d675e5d3291f6b08,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000009.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000009.txt,bdc01c436297865b2d86c7126dcdee53d46e9e8570be4b358dcf92cbfdd05e25,d3ab63a2ed05eb2786815f61969e3ef15d11ed579b174d64dbd17ec6a1efa795,True,False,True,1.183510422706604,0.999752804447771
16170075_frame_000012,1,65c7408abcd2e1a2980431e21692fb928f4f0d38236ed20de37cc6dd731b88a5,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000012.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000012.txt,18beef5ed930397ce65d0dea160c9865f4ffcabd074e7b368e759458430447d2,4c03e1cfd39da64d1744904adb0a3901bf273aedf4f6bef357dce4d420c35349,True,False,True,1.1941962242126465,0.9997596417857104
16170075_frame_000015,1,8c7f4fce1e03547ad6a6ef4c53885492613cfbc4257d09b267209b59549970f8,0,val,E:\real\use_code\yoloV8\Dataset_new\72video\images\val\16170075_frame_000015.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\val\16170075_frame_000015.txt,f4d897adbe90ee7c369281a11da692bb0b815610ef8d9c512de9440a30b60869,e192e82a15113278bb6282b82820b0162e8e907879cfd238a41c31ff6731a38b,True,False,True,1.1949611902236938,0.999757371612743
16170075_frame_000018,1,d56c70e959352b564e5a6d907bb68f3bdcf9eac036fdb8fe888e604f125a7c80,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000018.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000018.txt,51726dadfb397e08235510e84ad33c0d9d201f064bf86fccfa2f96e969070269,d07f8cde1335c471d42963944488a1cc72314bd5c70d65efcb7a5d25aec5bd53,True,False,True,1.2016270160675049,0.9997517952423044
16170075_frame_000021,1,6efc4e9039cdf2c88a34ee3a4d05578c292a749856575eb4aea5a44bbd9ed1ae,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000021.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000021.txt,9c0fd784119297636c75430e5046e3aec48ad1c9e4bc4833aa3e945362552df1,303f1bcc6832d471ff4558db63c029caf99214aba65126f58e3e45fcc249eef6,True,False,True,1.1987568140029907,0.9997642865306031
16170075_frame_000024,1,44445c5589629d7b00a937d2e4f43508a17bed3e7d01b56f299e913549dee524,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000024.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000024.txt,3759fd0db26cb5d594941e89c6adbfc4b3c5f5a24abd4cf2908969e5a9a2a553,af469afebd210ee1430ce808c4c7a8b846e4c39ed1461384b64f8222c0081321,True,False,True,1.2047820091247559,0.9997617019848923
16170075_frame_000027,1,1837e5d4e9b8d5092142b3b618fa5c1b060cf2be480cf649a8be4a1c3e1e7885,0,val,E:\real\use_code\yoloV8\Dataset_new\72video\images\val\16170075_frame_000027.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\val\16170075_frame_000027.txt,b74e35612c560bfa459d09c08d30137ffa483346a2ea36de580165c2f7492e14,3f3f9ac9149a25805ee20dc5dc138682cb19cb244e76a956810fa39ea97a51ea,True,False,True,1.2139015197753906,0.9997547205547379
16170075_frame_000030,1,1ae390bd10821175ba504ec03557b5ce9da97f0d4857b98297cd75311a0780be,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000030.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000030.txt,70fe00e93b80bafbc669f6ddb8612af0418adfdc6e8e694f0e4751c00baf7135,60b1d99d857fac6e2bf3804cbfe471f34396d3625d7ce2bcbf7dfd9a72cb6d21,True,False,True,1.2269127368927002,0.9997554621613195
16170075_frame_000033,1,d12838419558963d6c223c571b270adadeadc7c578e8abb59d306b1f287db68c,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000033.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000033.txt,769c10ee4ee772a21b50b44f0fd7e7cb89f3f916c4dda2a22755893053c86d51,f7c87f2aebfe323a3e9b442ffdd0420bb803f4df01f5f2d95f597b8c375860bf,True,False,True,1.2232576608657837,0.9997553599193804
16170075_frame_000036,1,cd810c1df9419e1d49ef0f8c6f3cc67e29856720f59f032567bdcfda6f2bcb43,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000036.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000036.txt,1b510b53d15975ca5b940ddb39adccce283d215f32a659e28ebf16b8dd34da27,e519933559e71fbb39acbbec7e42fe4c2f5276abf2a63dabe90f0830bc85528d,True,False,True,1.2225300073623657,0.9997566745916133
16170075_frame_000039,1,9c72b2b3aaa64e6786e6b303fc2942a8dc2660b0fda5e920a7fb0635782718ad,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000039.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000039.txt,0e6a61138164476508d59ac1dd378c3fd177075eaee24f62548c8d0f99b76df7,d09813001a858aeceacdde28b6a75936a166f8168818d7fc40cf0ea662b0236b,True,False,True,1.2238906621932983,0.9997525736895433
16170075_frame_000042,1,edca5fec1fe7c6682e35930fbf33e801e1975f1b91bdf50d041e4e538be42402,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000042.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000042.txt,793b4a88b3f584537cbaacbce628717a7e81d2e8279e766b01b9a701d58b4914,dc640d90d3bde656b04c78228491bba72fb94b591d7809a08538e98754d31692,True,False,True,1.2255219221115112,0.999753453250111
16170075_frame_000045,1,f6e35525f6462736d3dfbf690d7f51c684354ba316a3fa7f38d461c86be20be0,0,val,E:\real\use_code\yoloV8\Dataset_new\72video\images\val\16170075_frame_000045.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\val\16170075_frame_000045.txt,f6bd356226c589425de679a4f07bae0351c427b08536d1a88f65c13e2ccae578,e6878e390e56260a71c5c600dbd322f56f0008e43dbcfe48f3a84be49d3ea257,True,False,True,1.2372462749481201,0.9997469638607686
16170075_frame_000048,1,660aebef738e74cf231ecba3237382bbd4a63709eb9a5eaa81c6a13561dcb9c9,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000048.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000048.txt,2eb3fd7a5018bd3d27077bccb1096c8f088f3911d185dbbb566d91ab3f660020,7fbf118d5a1c566dfc59820a0218f43eda7ab18de36dd27940750ad4a69aeb43,True,False,True,1.2400625944137573,0.9997453230755823
16170075_frame_000051,1,067314a5639306293033fdf083796fd4867dcff536418edf92debf5873ca9730,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000051.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000051.txt,68adce51b7b9c5aa66270646caf26f108130070a13cdfe27cd4ea503a18a7798,e4eaccd3b2270b598ab7a1cf3de3f1dd7cf2af9d8209a7fe2ebb3f7cd64989cd,True,False,True,1.2424485683441162,0.9997465929754197
16170075_frame_000054,1,4208a3080c45d2cc5584730a3d921cc1b655b0148b1f338b46f0e9673f22641e,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000054.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000054.txt,54f0ce68a8d9184c59b9d2b8cb702eac062e22a4a92082fa0ffcffa9390c8f17,58f9769daa0c86746586a9a28eb0d3698bf291a4a220444c07d86910c274a582,True,False,True,1.2348568439483643,0.9997531065422488
16170075_frame_000057,1,78e61829052f38380556ead9af42e82f15305742302e6b0e017ea593fbf52843,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000057.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000057.txt,ab6d4e55489e9ec9051237d151d89bbe7a784be6f8437e5a17ce7f6b980c10e0,12b0048158ae56817825195f39eee8e9b70a268328a90392fc99ef699ecbda7c,True,False,True,1.2368124723434448,0.9997488655078025
16170075_frame_000060,1,10225fca8a4452bac897cf3a943937bdf01f1a91d57796e075e3c8449482841b,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000060.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000060.txt,3e165befff1a36237f97c378ae39d86c5d4f221cd1dcc5fb7da69eb6fa5857c3,4b9b05f9d30e18d26f2ee0db99a444887cf81fdad8d2fca7a24aaebd655d20bc,True,False,True,1.2389332056045532,0.9997507411745012
16170075_frame_000063,1,db0d3368a625ff7ee7d4091c49b0eca7bd9ef9f15a808cd42d39844014b2647e,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000063.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000063.txt,5a405d37ebc833d2a4130db32ab9dfdda2e19786c74826bfb803f648bf809fdb,0a318f59f55ed79022646931723b789315e1385f4fe4b4c0f35a27de6183903e,True,False,True,1.2447956800460815,0.9997465796779346
16170075_frame_000066,1,d28574c78fb9ec8b6ecd929227466181c2215ac9c3936e963f4090ed0a9340b2,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000066.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000066.txt,10f5a0fde59004b3d743d6202ea60a3eb0292a92c7ac1eb208a6e40337837f64,8cd1ce0e23bd3da4b78d156c5e102939d0c6eb65fe01466cdb2825827f6efe88,True,False,True,1.2466212511062622,0.9997465180066508
16170075_frame_000069,1,4f9910f3f7a007eb613f6d1813e3f3f75d271a96bdb01b053829a682dac374fe,0,val,E:\real\use_code\yoloV8\Dataset_new\72video\images\val\16170075_frame_000069.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\val\16170075_frame_000069.txt,7954da116319fd927c31bcac0458749791a90f92b2ac912e3bb55f3a3f3e706d,452c3b11f08982ade76f7e5cb2306cca0f48547aab6cb3f50e70ab085a4dddf3,True,False,True,1.2443389892578125,0.9997446796694628
16170075_frame_000072,1,ebd992b7ce4a93e7a689fab6cf28bceadda860a8959969b6efff7c67f0c48e7d,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000072.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000072.txt,b059c5eb6c4d4f36048c41a04c337c5aacd0bd32f88e0090cd7f7b02a2f2df87,70846b84ff399ff8efdd51146fe8ce5ee68906358e6fe3008ff00397b17a8417,True,False,True,1.2452106475830078,0.9997494809287272
16170075_frame_000075,1,3dcd7d1f7d56b3cec669d7819b237bbd417353c240bd2e36da140de240c88bf6,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000075.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000075.txt,01f0e9cdc88752f2d0e12494e5fa7dd28638d3667421186630f8b414906ad4f7,4201f91024fdbeda2a1d1caa41ed25671833de05d0f93be3121a7f6d8bd2d29b,True,False,True,1.2394182682037354,0.999747772141884
16170075_frame_000078,1,f82f86e269daee8fb01ec1f9e00384fc9af101c5ec1e75f313716caebe33bc7d,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000078.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000078.txt,1461f41fb28d2cdd92528fa2505310d856ec0144e239ad4217d4168f0cfe834d,5b299dc3011b1b4f7ceb3415cebc0b42029bf08f55d61547aca31a8d63ed21e7,True,False,True,1.246650218963623,0.999746696525919
16170075_frame_000081,1,c848f07b601ccc7b756d5d9046589665503260f537952cd74b4b5d2f43423c09,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000081.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000081.txt,0b04231f095a1b21ace540fe35ea583115852f4a41666c2c6de547620741c923,f68dac8edd7bd7d1c91990ab5b665765ee9d8623bf530650b37afdd4b04f4248,True,False,True,1.2427207231521606,0.9997432906930448
16170075_frame_000084,1,c9412f7b10c3ae0ce6b80e86d9487fb02641ed4cddfc4b3a7bae673efc844dfc,0,val,E:\real\use_code\yoloV8\Dataset_new\72video\images\val\16170075_frame_000084.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\val\16170075_frame_000084.txt,fca5394bc7a17848ce5bf746a30580081171679e4165c6c81a4633ae71b496bf,253a9de5b315868e99f8ebaba1c7cac2ca9c37fbac07bdd783a21e2c55697119,True,False,True,1.2447367906570435,0.9997435941023798
